111.1,2,-110.3,,-103.7727113
111.1,2,-110.3,,114.6825931
108.3,2,-113.1,,1.947848384
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
117.9,1.8,-102.2,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
117.9,1.8,-102.2,,
119.6,1.8,-100.5,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
117.9,1.8,-102.2,,
119.6,1.8,-100.5,,
119.6,1.8,-100.5,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
117.9,1.8,-102.2,,
119.6,1.8,-100.5,,
119.6,1.8,-100.5,,
118.2,1.8,-101.9,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
117.4,1.8,-103.1,,
117.3,1.8,-103.1,,
117.2,1.8,-103.2,,
116.8,1.8,-103.2,,
117.8,1.8,-102.2,,
117.9,1.8,-102.2,,
119.6,1.8,-100.5,,
119.6,1.8,-100.5,,
118.2,1.8,-101.9,,
117.1,1.8,-101.9,,
111.1,2,-110.3,,
108.3,2,-113.1,,
107.7,2,-113.1,,
107.7,2,-113.1,,
107.5,2,-113.1,,
107.8,1.9,-112.8,,
107,1.9,-112.8,,
109.6,1.9,-110.3,,
110.3,1.9,-110.3,,
111.1,1.9,-109.4,,
110.7,1.9,-109.4,,
114.1,1.8,-106,,
114.8,1.8,-106,,
117.6,1.8,-103.2,,
116.9,1.8,-103.2,,
116.1,1.8,-104,,
116.6,1.8,-104,,
